Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Тесто Рестория слоеное бездрожжевое,Discounts and promos,1ee68e3f-4136-485a-ac33-ea5db6f6dcda,500 g,95,18,5.5,38,340
"Мороженое Чистая Линия ""Малиновый кактус"" ванильное с малиной в глазури",Discounts and promos,32801d5f-b031-499a-86a3-bc4c517485e9,80 g,201,19.6,3.1,28.8,304
Сок Добрый Томатный 1 л,Discounts and promos,d05f71b1-b7c9-4a1a-831a-1fd8ec99cab6,1 l,153,0,0,2.5,10
Сырок творожный Свитлогорье с ванилином в карамельной глазури 23%,Discounts and promos,0c0210dc-67d7-4b2a-8e09-f47488c24ce6,50 g,61,25.3,8.3,32,389
"Конфеты Essen ДаЁжъ! с карамелью, арахисом и криспи вес",Discounts and promos,4765fc2d-03cc-47c9-90f8-0763e72e2d45,200 g,101,27,8,53,485
Колбаса вареная Вязанка со шпиком,Discounts and promos,51e603b5-0172-4773-858a-3fe5770a13d9,500 g,347,17,11,0,190
Сельдь Fish House слабосоленая филе-кусочки в масле 400г,Discounts and promos,4738a6ed-fad1-43d5-a5e4-3fa234b9a8b7,400 g,230,37.5,15,0,398
Биойогурт Верховье с бананом и грушей 2.9% 150г,Discounts and promos,f45ca1b9-08bc-4922-894f-378178859185,150 g,45,2.9,3.9,12.7,92.5
"Печенье Oreo Original с какао и начинкой с ванильным вкусом, 95г",Discounts and promos,f5aa110c-cfda-405c-9aac-ce02286af5cf,95 g,100,20.8,4.9,68,478
Корейка варено-копченая Черкизово Фермерская,Discounts and promos,0cde75b9-432c-4ac2-b6dd-5d7da1fdf919,400 g,392,5,15,15,121
Скумбрия Fish House х/к,Discounts and promos,b461cb0c-8c39-4509-8316-7309ee9fde7c,300 g,270,16.4,18.7,0,222
Тесто Рестория дрожжевое замороженное 500г,Discounts and promos,b1920ecf-74f8-4dab-ae8c-c332903c9ffc,500 g,100,18,6,40,350
"Яйцо из молочного шоколада Kinder Сюрприз с игрушкой внутри, в ассортименте",Discounts and promos,f8ecf171-aba8-4057-85a5-48cbcacd09b0,20 g,112,34.2,8.1,52.3,552
Кетчуп Heinz острый,Discounts and promos,808835fb-25d8-4205-85b6-a3cb374ebab6,320 g,157,0.1,1,25,95
"Детское фруктовое пюре Агуша Яблоко-Груша-Банан-Манго в мягкой упаковке, с 6 месяцев, 90г",Discounts and promos,33f4732b-cd94-498b-8ae6-c35c3588b910,90 g,60,0,0,15.5,62
Петрушка Global Village,Discounts and promos,7aa6af3c-6ab1-4bd1-b10f-f396a4521f39,100 g,87,0.4,3.7,7.6,36
Снежный краб Creme le Mare в классическом соусе,Discounts and promos,d414330a-f70c-47ec-a2f6-5267849344db,150 g,112,43,2,9.5,430
Печенье BelVita Утреннее Мультизлаковое,Discounts and promos,882a2ba6-ee30-4b7d-91b1-9075567b138e,225 g,146,15,8.2,68,454
Питахайя Крупная 0.2-0.5кг,Discounts and promos,be845ebb-3138-4aa1-91ae-deb0d734583e,600 g,255,0.6,0.5,13.5,50
Мармелад жевательный Fruit-tella Змеи XXL,Discounts and promos,71b624ff-a251-4683-8ff3-4408373f5b47,70 g,82,0.2,5,75,325
Макароны Зерница Витой рожок,Discounts and promos,97a05f57-d9a7-45ab-87bb-0afcd39ab767,450 g,55,1,10.5,71,340
Мороженое пломбир Чистая Линия Московская лакомка Ванильная во взбитой шоколадной глазури,Discounts and promos,ab6f9175-a864-475a-ba09-8c670d6fad5f,80 g,158,23.5,3.5,20.9,309
"Вареники Сытый папа с картофелем, луком и грибами",Discounts and promos,7ccbef7c-5544-4cf8-95a8-97f61c471996,450 g,153,2,5,37.5,190
Салат Фриллис ,Discounts and promos,b8142c6a-1699-4d73-b120-8424ef3fb7be,100 g,133,0.3,2.9,2,23
"Маршмеллоу Mixbar клубника, 100г",Discounts and promos,642b0c37-7ad8-4ed3-980b-6ebbe2a6f489,100 g,75,0,4.1,81,340
Колбаса Ближние горки Балыковая варено-копченая,Discounts and promos,43f8f4e7-66cd-4fcb-9c15-ff1b08c613e1,350 g,255,20,13,3,232
Биойогурт Верховье Вишня-черешня и асаи 150г,Discounts and promos,07850f27-4d00-48b3-bc11-8d0df094e3b7,150 ml,45,2.9,3.9,14.4,99.3
Леденцы Бон Пари Фруктовый Микс,Discounts and promos,9dce733f-7ea6-4b50-9ab8-e6b09eed78dd,75 g,82,0.1,0.1,95,386
"Детское фруктово-ягодное пюре Агуша Яблоко-банан-клубника-киви, с 8 месяцев, 90г",Discounts and promos,e581a168-8a1b-47f5-b996-d3dd63d0cdd7,90 g,60,0,0,14,56
Блинчики быстрозамороженные С пылу С жару с творогом,Discounts and promos,5d0448d1-dc70-4671-8ef9-abdc44916892,360 g,156,3,5,22,140
"Масло сливочное традиционное Вкуснотеево 82,5%",Discounts and promos,a8fc9d53-18a6-4178-bfd8-4fbe9cfa7d3f,200 g,257,82.5,0.8,0.6,748
Пельмени Цезарь Классика,Discounts and promos,9f22dc7d-12aa-4fa4-8e07-5eabe07c9b5e,800 g,600,20,12.2,27,338
"Детское фруктово-ягодное пюре Агуша Яблоко-ежевика-малина, с 5 месяцев, 90г",Discounts and promos,d59196a9-ccf9-4f0f-b688-8175793cb1e6,90 g,60,0,0,14,56
Пастила Шарлиз Белевская классическая без добавления сахара,Discounts and promos,074bcab0-dd35-4ce2-8bfb-75cac0b8db1d,100 g,135,0,4,65,276
"Мороженое Чистая Линия Кактус Сорбет двухслойный в глазури, эскимо",Discounts and promos,25493cf0-c998-41a0-89dd-df5583abc033,65 g,112,6.31,0.41,29.8,177.8
Конфеты Happy Hit Ассорти,Discounts and promos,6cabf2f4-804f-4d17-b57b-c9c56e25a37f,200 g,58,23,5.5,75,490
Сухой завтрак Любятово подушечки с шоколадной начинкой,Discounts and promos,b5ba9b6a-f264-40ae-99dc-f9f4e3ce3391,220 g,115,3.6,8.6,72.9,450
"Соус Heinz Сладкий чили, дой-пак, 200г",Discounts and promos,18a6fe01-98c1-4c83-846e-75a4557c6e6a,200 g,163,0.3,0.3,42,170
"Продукт йогуртный Нежный с соком клубники 1,2%",Discounts and promos,00d71564-b875-4919-ad4e-0227aefca0bc,100 g,22,1.2,2.7,17.9,93
Кофе Jacobs Caramel растворимый карамель,Discounts and promos,89c5cf45-60b5-4fd3-974c-3ff2c2569f50,95 g,314,0.52,14.6,10.3,101
Фруктовые кусочки ФрутоНяня Яблоко Малина,Discounts and promos,35ded07a-b4d0-484a-96e3-dfa7f321f5ff,15 g,55,0,0,74,296
Огурцы соленые Global Village,Discounts and promos,c0a5692c-57b5-4717-9d9d-4ac9857c7000,680 g,140,0,0,0,10
Колбаса Останкино Пресижн по-останкински,Discounts and promos,b0cf81d6-236c-4303-b7b7-64b8819058a3,250 g,326,50,14,0,506
Ветчина Вязанка Филейская Столичная,Discounts and promos,c21ade01-745e-43bc-8ecf-5ced19bb0130,450 g,316,6,12,0,100
Нектар Добрый Мультифрукт,Discounts and promos,dbb6e956-2c63-4895-b09c-10effb9e728e,1 l,153,0.01,0.01,12,48
Блинчики быстрозамороженные Останкино с куриным мясом,Discounts and promos,a488e4fb-1ebd-40f9-9699-f66f315b377b,420 g,155,11,8,33,270
Творожная масса Особая Ростагроэкспорт с сахаром и изюмом 23%,Discounts and promos,59183d9a-5efc-40c3-b841-86b15f8088a1,180 g,105,22.1,8.3,31.3,357
Смесь сухая для приготовления плова с курицей на второе ТМ Maggi (Магги),Discounts and promos,c6d2e483-6c98-4e97-9958-7172add94fc1,24 g,82,3.8,6.4,43,264
"Сок ФрутоНяня Яблоко и вишня, с 5 месяцев",Discounts and promos,13b52522-ef81-4403-b89c-530b9247706f,200 ml,46,0.1,0.1,11.5,46
Кефир Домик в деревне 3.2% 900г,Discounts and promos,dc747a43-952a-4173-9c63-0ad406a0cebd,900 ml,101,3.2,3,4,57
Шоколадный батончик Picnic,Discounts and promos,ec814e1b-aad2-4f4c-a344-b1ffca782d9f,52 g,71,27,5.6,57.5,260
Нектар ананасовый с мякотью J7,Discounts and promos,5bebeff6-3dbb-4523-86d5-36b84fb7da80,970 ml,196,0,0.3,14,55
"Яйцо из молочного шоколада Kinder Сюрприз с игрушкой внутри, в ассортименте",Discounts and promos,58d79264-9fd1-479d-aff4-20c019bac7cf,20 g,112,34.2,8.1,52.3,552
Бананы-мини вес,Discounts and promos,19d58c31-2445-47c5-b1e8-4339682b9919,500 g,122,0.6,1.3,20,90
Колбаса Черкизово полукопченая Варшавская традиционная,Discounts and promos,057980b8-16b4-4ea0-a2f9-6c48fe5a22f1,350 g,227,17,15,10,343
Жевательный мармелад Fruit-tella Медвежата,Discounts and promos,85ab3f74-feed-41e0-bcae-c0b546dc29f4,70 g,82,0.1,6,73,320
"Сухой полнорационный корм PERFECT FIT™ для стерилизованных кошек, с курицей",Discounts and promos,f5ecb29d-3151-4bd3-80ed-f20119ab130e,650 g,353,0,0,0,380
Мини-маффины Шарлиз с варёной сгущёнкой 433г,Discounts and promos,ce460547-60a5-4540-b6e8-294f265f732d,433 g,160,17,4.5,53,380
Каша жидкая Молочная Рисовая Агуша Укрепляй-ка Клубника-Земляника-Яблоко 200мл с 6 месяцев,Discounts and promos,4b1aa8bd-3e25-4f83-a7f7-66ba77e6963b,200 ml,50,2.7,2.8,10.4,77
Шпроты в масле Вкусные консервы,Discounts and promos,6e31d845-a365-4f3f-8d7f-2ceffa002b9e,160 g,140,32,17,0,356
Йогурт питьевой Чудо Клубника-Земляника 1.9% 680г,Discounts and promos,ea4b3601-9600-4039-8961-7c7c74b4d226,680 ml,153,1.9,2.8,13.9,84
"Паста из морепродуктов ""Антарктик-Криль классический"" Санта Бремор",Discounts and promos,a0372f14-32ee-4135-80ef-6aee73d74508,150 g,112,40.6,5.7,5.7,407
"Сок детский осветлённый ФрутоНяня Груша, с 4 месяцев",Discounts and promos,0be72f39-39c4-4afd-a78f-7879263143e4,200 ml,46,0,0,12,48
Масло подсолнечное Благо рафинированное,Discounts and promos,c33d12eb-7164-47c7-a24e-d738ec389471,1 l,127,99.9,0,0,899
Вафли Коровка Топленое молоко,Discounts and promos,21a9e97e-03f6-458c-9a03-482032fd50e5,150 g,100,30,7.5,58,530
Яблоки Global Village гренни смит,Discounts and promos,1057bc32-7a85-4e35-a7a3-481da6a38c46,1.3 kg,199,0.4,0.4,9.8,47
"Влажный корм для кошек Sheba Craft Collection, Тонкие ломтики, Лосось в соусе",Discounts and promos,1a315e76-9c58-4007-822c-e9cc8c595140,75 g,36,2,12,0.3,70
"Продукт йогуртный Нежный с соком персика 1,2%",Discounts and promos,b5c80c5e-b42d-4b4a-9a99-a6913bdcdd26,100 g,22,1.2,2.5,16,85
"Хлопья овсяные Селяночка №3 быстрого приготовления, 350г",Discounts and promos,560ec10c-17b0-4b21-b8da-65793e67382d,350 g,46,6,13,59,360
"Влажный корм для кошек Sheba® Ломтики в соусе с уткой, 75г",Discounts and promos,429011d7-af71-41e7-969f-012bcd6787ea,75 g,36,0,0,0,73
Чай черный Greenfield Golden Ceylon пакетированный 100х2г,Discounts and promos,375bf9b2-628f-4997-ba79-f0cef9d920bb,200 g,388,0,0,0,0
Майонез Махеевъ с перепелиным яйцом 67%,Discounts and promos,4d213032-057f-4f08-bec4-e61510a6ed0b,630 g,130,50.5,0.1,1.8,462
Леденцы Halls Ментол экстра 24.5г,Discounts and promos,aaa747ce-ec66-4e90-bb91-d07d78785b69,25 g,35,0,0,95,383
Чай черный Richard Royal Ceylon 100 пакетиков,Discounts and promos,d73c3460-41c5-4f05-af5e-964c0b61ee4e,200 g,291,0,0,0,4
Говядина тушёная Русь высший сорт,Discounts and promos,4e89c4dc-fb73-4b8c-94c5-40ce1dbf6eae,500 g,203,17,15,0,210
Смесь MAGGI На второе для макарон в сливочно-сырном соусе с курицей и грибами,Discounts and promos,0c1e6a0f-f3eb-4afb-b490-1361abcd5995,30 g,82,1.8,3,71,314
Мармелад Mixbar Весёлые мишки жевательный 140г,Discounts and promos,2e2be0b1-bbe1-405a-83ba-5eeb3be112e5,140 g,80,0.1,8,70,310
Приправа Maggi 10 овощей,Discounts and promos,adc0728c-2bb7-455a-b81a-ebd97a0e2f7b,75 g,82,1.1,2.4,20,108
Конфеты вафельные Konti Джек Шоколадные истории вес,Discounts and promos,2fa7b0ee-2384-4a68-a1bd-24eab1c6e27c,200 g,92,35,4.5,55,550
Конфеты шоколадные Красный Октябрь Мишка косолапый вес.,Discounts and promos,a2b4b75b-4e4e-4ed3-b1e5-565e8b5ba4a0,200 g,300,31.1,5.5,58.6,529
Колбаса Мясная Ферма Краковская полукопченая,Discounts and promos,cfea556e-3ad9-43a1-97ae-9eac5990d7c1,350 g,224,45,14,0,461
Кальмар сушеный Fish House стружка,Discounts and promos,d3d2d11b-4063-4908-ad0d-1ff6fe1d47e7,70 g,134,2,45,3,210
"Влажный корм для кошек SHEBA® паштет с курицей, 75г",Discounts and promos,6ae01c90-b9e2-43e4-adbb-9a120de16eca,75 g,36,0,0,0,70
Мини-маффины Шарлиз с начинкой с шоколадным вкусом 433г,Discounts and promos,04a99df7-8c87-4968-a73d-8a5bbd4af805,433 g,160,13,4.5,53,350
"Чай черный Curtis Sunny Lemon, 20 пирамидок",Discounts and promos,1856032e-d9a8-406e-af8a-3716c55152a5,34 g,96,0,0,0,4
Колбаса Салями Ближние горки Итальянская сырокопченая,Discounts and promos,f48e85d1-af73-49c1-8da3-63b9c67a251d,240 g,363,37,12,0,380
Сосиски Мясная Ферма Баварские вареные,Discounts and promos,15723e5f-f145-4a9e-9a05-a6b89cd30d33,370 g,230,28,12,2,308
Мини-круассаны Шарлиз с кремом Какао 200г,Discounts and promos,de471f84-4ed3-4411-a3f0-2b20cce3015f,200 g,101,26,7,47,450
"Смесь Mixbar из жареных орехов с цукатами, 130г",Discounts and promos,c0673b7c-66f7-4d84-bd98-12b7a19e7481,130 g,202,19,13.3,58,456
"Торт Шарлиз Медовик, 350г",Discounts and promos,c5195716-bbea-4949-bf8f-99e9236732d4,350 g,200,28,5,49,470
"Салями сырокопчёная Мясная Ферма полусухая, 150г",Discounts and promos,58e40e78-8e7d-4b28-8ff1-afb06ddbba85,150 g,220,34,22,2,402
Конфеты Азовская КФ Сливочные,Discounts and promos,659d0c2d-9291-497d-803a-7e09f29d0b25,400 g,120,4,3,82,380
Рис Global Village Басмати шлифованный  450г,Discounts and promos,ba363dd2-c32f-498a-b562-6857deb008fd,450 g,151,0.2,9.5,75,340
Горошек Global Village Selection зеленый 400г,Discounts and promos,1e39b40f-c035-4e73-8500-2ccfd8df30a4,400 g,110,0,4,14,85
Шампиньоны подрезанные мини,Discounts and promos,dfb64fe2-d9ba-434a-a5b6-67855e1ee18c,250 g,102,1,4.3,0.1,27
Гренки Mix-bar ржано-пшеничные с чесноком,Discounts and promos,c96651de-5503-4bc8-bda1-bb8f0872bd1e,70 g,90,25.1,6.4,37.7,392.7
